Thread ID,Solution
0,366503875967
0,281108472834688
0,366503876095
0,281108472834560
0,366503884063
0,281108472826592
0,366503886087
0,281108472824568
0,366503886592
0,281108472824063
0,366503886593
0,281108472824062
0,366504006015
0,281108472704640
0,366504006143
0,281108472704512
0,366504014111
0,281108472696544
0,366504017152
0,281108472693503
0,366504017153
0,281108472693502
0,366504396159
0,281108472314496
0,366504396287
0,281108472314368
0,366504397183
0,281108472313472
0,366504397311
0,281108472313344
0,366504399231
0,281108472311424
0,366504399359
0,281108472311296
0,366504407327
0,281108472303328
0,366504408327
0,281108472302328
0,366504408832
0,281108472301823
0,366504408833
0,281108472301822
0,366504526207
0,281108472184448
0,366504526335
0,281108472184320
0,366504538375
0,281108472172280
0,366504539392
0,281108472171263
0,366504539393
0,281108472171262
0,366505956735
0,281108470753920
0,366505956863
0,281108470753792
0,366505960831
0,281108470749824
0,366505960959
0,281108470749696
0,366505969023
0,281108470741632
0,366505969151
0,281108470741504
0,366505973023
0,281108470737632
0,366505975047
0,281108470735608
0,366505975552
0,281108470735103
0,366505975553
0,281108470735102
0,366506086783
0,281108470623872
0,366506086911
0,281108470623744
0,366506090879
0,281108470619776
0,366506091007
0,281108470619648
0,366506099071
0,281108470611584
0,366506099199
0,281108470611456
0,366506103071
0,281108470607584
0,366506106112
0,281108470604543
0,366506106113
0,281108470604542
0,366506476927
0,281108470233728
0,366506477055
0,281108470233600
0,366506477951
0,281108470232704
0,366506478079
0,281108470232576
0,366506479999
0,281108470230656
0,366506480127
0,281108470230528
0,366506484095
0,281108470226560
0,366506484223
0,281108470226432
0,366506492287
0,281108470218368
0,366506492415
0,281108470218240
0,366506493215
0,281108470217440
0,366506494239
0,281108470216416
0,366506496287
0,281108470214368
0,366506497287
0,281108470213368
0,366506497792
0,281108470212863
0,366506497793
0,281108470212862
0,366506606975
0,281108470103680
0,366506607103
0,281108470103552
0,366506623263
0,281108470087392
0,366506627335
0,281108470083320
0,366506628352
0,281108470082303
0,366506628353
0,281108470082302
0,366512281087
0,281108464429568
0,366512411135
0,281108464299520
0,366512801279
0,281108463909376
0,366512802303
0,281108463908352
0,366512804351
0,281108463906304
0,366512931327
0,281108463779328
0,366514374143
0,281108462336512
0,366514504191
0,281108462206464
0,366514897407
0,281108461813248
0,366537168255
0,281108439542400
0,366537168383
0,281108439542272
0,366537176351
0,281108439534304
0,366537178375
0,281108439532280
0,366537178880
0,281108439531775
0,366537178881
0,281108439531774
0,366537244160
0,281108439466495
0,366537375232
0,281108439335423
0,366537429375
0,281108439281280
0,366537429503
0,281108439281152
0,366537437471
0,281108439273184
0,366537440512
0,281108439270143
0,366537440513
0,281108439270142
0,366537897472
0,281108438813183
0,366537949567
0,281108438761088
0,366537949695
0,281108438760960
0,366537961735
0,281108438748920
0,366537962752
0,281108438747903
0,366537962753
0,281108438747902
0,366539249023
0,281108437461632
0,366539249151
0,281108437461504
0,366539253119
0,281108437457536
0,366539253247
0,281108437457408
0,366539261311
0,281108437449344
0,366539261439
0,281108437449216
0,366539265311
0,281108437445344
0,366539267335
0,281108437443320
0,366539267840
0,281108437442815
0,366539267841
0,281108437442814
0,366539333120
0,281108437377535
0,366539464192
0,281108437246463
0,366539510143
0,281108437200512
0,366539510271
0,281108437200384
0,366539514239
0,281108437196416
0,366539514367
0,281108437196288
0,366539522431
0,281108437188224
0,366539522559
0,281108437188096
0,366539526431
0,281108437184224
0,366539529472
0,281108437181183
0,366539529473
0,281108437181182
0,366539986432
0,281108436724223
0,366540030335
0,281108436680320
0,366540030463
0,281108436680192
0,366540046623
0,281108436664032
0,366540050695
0,281108436659960
0,366540051712
0,281108436658943
0,366540051713
0,281108436658942
0,366545573375
0,281108431137280
0,366545834495
0,281108430876160
0,366546354687
0,281108430355968
0,366547666431
0,281108429044224
0,366547927551
0,281108428783104
0,366637045119
0,281108339665536
0,366637045247
0,281108339665408
0,366637053215
0,281108339657440
0,366637055239
0,281108339655416
0,366637055744
0,281108339654911
0,366637055745
0,281108339654910
0,366637175167
0,281108339535488
0,366637175295
0,281108339535360
0,366637183263
0,281108339527392
0,366637186304
0,281108339524351
0,366637186305
0,281108339524350
0,366637317383
0,281108339393272
0,366637317888
0,281108339392767
0,366637317889
0,281108339392766
0,366637831551
0,281108338879104
0,366637831679
0,281108338878976
0,366637839647
0,281108338871008
0,366637841671
0,281108338868984
0,366637842176
0,281108338868479
0,366637842177
0,281108338868478
0,366638089599
0,281108338621056
0,366638089727
0,281108338620928
0,366638092671
0,281108338617984
0,366638092799
0,281108338617856
0,366638100767
0,281108338609888
0,366638101767
0,281108338608888
0,366638102272
0,281108338608383
0,366638102273
0,281108338608382
0,366638219647
0,281108338491008
0,366638219775
0,281108338490880
0,366638231815
0,281108338478840
0,366638232832
0,281108338477823
0,366638232833
0,281108338477822
0,366639912319
0,281108336798336
0,366639912447
0,281108336798208
0,366639916415
0,281108336794240
0,366639916543
0,281108336794112
0,366639924607
0,281108336786048
0,366639924735
0,281108336785920
0,366639928607
0,281108336782048
0,366639930631
0,281108336780024
0,366639931136
0,281108336779519
0,366639931137
0,281108336779518
0,366640170367
0,281108336540288
0,366640170495
0,281108336540160
0,366640173439
0,281108336537216
0,366640173567
0,281108336537088
0,366640177535
0,281108336533120
0,366640177663
0,281108336532992
0,366640185727
0,281108336524928
0,366640185855
0,281108336524800
0,366640186655
0,281108336524000
0,366640189727
0,281108336520928
0,366640190727
0,281108336519928
0,366640191232
0,281108336519423
0,366640191233
0,281108336519422
0,366640300415
0,281108336410240
0,366640300543
0,281108336410112
0,366640316703
0,281108336393952
0,366640320775
0,281108336389880
0,366640321792
0,281108336388863
0,366640321793
0,281108336388862
0,366645450239
0,281108331260416
0,366645580287
0,281108331130368
0,366646236671
0,281108330473984
0,366646494719
0,281108330215936
0,366646497791
0,281108330212864
0,366646624767
0,281108330085888
0,366648329727
0,281108328380928
0,366648590847
0,281108328119808
0,366670337407
0,281108306373248
0,366670337535
0,281108306373120
0,366670345503
0,281108306365152
0,366670347527
0,281108306363128
0,366670348032
0,281108306362623
0,366670348033
0,281108306362622
0,366670413312
0,281108306297343
0,366670544384
0,281108306166271
0,366670598527
0,281108306112128
0,366670598655
0,281108306112000
0,366670606623
0,281108306104032
0,366670609664
0,281108306100991
0,366670609665
0,281108306100990
0,366670806528
0,281108305904127
0,366670871296
0,281108305839359
0,366670871297
0,281108305839358
0,366670871808
0,281108305838847
0,366670871809
0,281108305838846
0,366670936576
0,281108305774079
0,366671330816
0,281108305379839
0,366671381887
0,281108305328768
0,366671382015
0,281108305328640
0,366671394055
0,281108305316600
0,366671394560
0,281108305316095
0,366671394561
0,281108305316094
0,366671395584
0,281108305315071
0,366671395585
0,281108305315070
0,366671396096
0,281108305314559
0,366671396097
0,281108305314558
0,366671459840
0,281108305250815
0,366671460864
0,281108305249791
0,366671590912
0,281108305119743
0,366671643007
0,281108305067648
0,366671643135
0,281108305067520
0,366671655175
0,281108305055480
0,366671656192
0,281108305054463
0,366671656193
0,281108305054462
0,366673419776
0,281108303290879
0,366673462655
0,281108303248000
0,366673462783
0,281108303247872
0,366673478943
0,281108303231712
0,366673483015
0,281108303227640
0,366673483520
0,281108303227135
0,366673483521
0,281108303227134
0,366673484544
0,281108303226111
0,366673484545
0,281108303226110
0,366673485056
0,281108303225599
0,366673485057
0,281108303225598
0,366673548800
0,281108303161855
0,366673549824
0,281108303160831
0,366673679872
0,281108303030783
0,366673723775
0,281108302986880
0,366673723903
0,281108302986752
0,366673740063
0,281108302970592
0,366673744135
0,281108302966520
0,366673745152
0,281108302965503
0,366673745153
0,281108302965502
0,366678742527
0,281108297968128
0,366679003647
0,281108297707008
0,366679787007
0,281108296923648
0,366680048127
0,281108296662528
0,367036552575
0,281107940158080
0,367036552703
0,281107940157952
