Thread ID,Solution
0,89481215
0,4397957029888
0,89489407
0,4397957021696
0,89497596
0,4397957013507
0,89505788
0,4397957005315
0,89628656
0,4397956882447
0,89636848
0,4397956874255
0,90152896
0,4397956358207
0,90161088
0,4397956350015
0,92249856
0,4397954261247
0,92258048
0,4397954253055
3,962190082048
3,3435856429055
0,100637696
0,4397945873407
0,100645888
0,4397945865215
0,111841278
0,4397934669825
0,111841279
0,4397934669824
0,111906808
0,4397934604295
0,112168928
0,4397934342175
0,113217408
0,4397933293695
0,117411328
0,4397929099775
0,123029503
0,4397923481600
0,123045884
0,4397923465219
2,137573138432
2,4260473372671
0,123176944
0,4397923334159
0,123701184
0,4397922809919
0,125798144
0,4397920712959
0,128615422
0,4397917895681
0,128615423
0,4397917895680
0,128680952
0,4397917830151
0,128943072
0,4397917568031
0,129991552
0,4397916519551
0,131416575
0,4397915094528
0,131432956
0,4397915078147
0,131564016
0,4397914947087
0,132088256
0,4397914422847
0,132808958
0,4397913702145
0,132808959
0,4397913702144
0,132874488
0,4397913636615
0,133136608
0,4397913374495
0,133513343
0,4397912997760
0,133529724
0,4397912981379
0,133660784
0,4397912850319
0,133857342
0,4397912653761
0,133857343
0,4397912653760
0,133922872
0,4397912588231
0,134037535
0,4397912473568
0,134053916
0,4397912457187
0,134119438
0,4397912391665
0,134119439
0,4397912391664
0,134168583
0,4397912342520
0,134184960
0,4397912326143
0,134184962
0,4397912326141
0,134184963
0,4397912326140
0,134184964
0,4397912326139
0,134184968
0,4397912326135
0,134184976
0,4397912326127
0,134184992
0,4397912326111
0,134185024
0,4397912326079
0,134185088
0,4397912326015
0,134185216
0,4397912325887
0,134185472
0,4397912325631
0,134185984
0,4397912325119
0,134187008
0,4397912324095
0,134189056
0,4397912322047
0,134197248
0,4397912313855
0,134201344
0,4397912309759
0,134201345
0,4397912309758
0,178962430
0,4397867548673
0,178962431
0,4397867548672
0,179027960
0,4397867483143
0,179290080
0,4397867221023
0,180338560
0,4397866172543
0,184532480
0,4397861978623
0,201308160
0,4397845202943
1,30198431744
1,4367848079359
3,1065265102848
3,3332781408255
0,268402688
0,4397778108415
0,268410880
0,4397778100223
0,357916671
0,4397688594432
0,357924863
0,4397688586240
0,391464959
0,4397655046144
0,399852031
0,4397646659072
0,401948799
0,4397644562304
0,402472991
0,4397644038112
0,402604039
0,4397643907064
0,402636800
0,4397643874303
0,402636801
0,4397643874302
2,240648159232
2,4157398351871
3,1091033858048
3,3307012653055
0,671055872
0,4397375455231
1,33419526144
1,4364626984959
2,266416914432
2,4131629596671
3,1097476046848
3,3300570464255
0,917131263
0,4397129379840
0,933905407
0,4397112605696
0,938098943
0,4397108412160
0,939147327
0,4397107363776
0,939409423
0,4397107101680
0,939491328
0,4397107019775
0,984252415
0,4397062258688
1,34179407871
1,4363867103232
1,34179416063
1,4363867095040
1,34212956159
1,4363833554944
1,34221343231
1,4363825167872
1,34224488479
1,4363822022624
1,34224750599
1,4363821760504
1,34224816128
1,4363821694975
1,34224816129
1,4363821694974
2,272859103232
2,4125187407871
3,1099086594048
3,3298959917055
0,1207926784
0,4396838584319
1,34493923328
1,4363552587775
3,1099343873023
3,3298702638080
3,1099352260863
3,3298694250240
3,1099354357823
3,3298692153280
3,1099354882063
3,3298691629040
3,1099355013123
3,3298691497980
3,1099355029504
3,3298691481599
3,1099377442815
3,3298669068288
2,274469650432
2,4123576860671
0,1968463871
0,4396078047232
0,1968472063
0,4396078039040
0,2002012159
0,4396044498944
0,2010399231
0,4396036111872
0,2012495999
0,4396034015104
2,274710155263
2,4123336355840
0,2013020191
0,4396033490912
0,2013216768
0,4396033294335
0,2013216769
0,4396033294334
2,274735317247
2,4123311193856
2,274737414207
2,4123309096896
3,1099645812736
3,3298400698367
2,274737938447
2,4123308572656
1,60262678528
1,4337783832575
2,274738069507
2,4123308441596
2,274738085888
2,4123308425215
2,274777276415
2,4123269234688
0,2281668608
0,4395764842495
2,275012091904
2,4123034419199
1,66704867328
1,4331341643775
3,1924245979136
3,2473800531967
0,3892215808
0,4394154295295
2,481162133504
2,3916884377599
0,4138225663
0,4393908285440
1,68315414528
1,4329731096575
0,4154999807
0,4393891511296
0,4159193343
0,4393887317760
0,4160241727
0,4393886269376
0,4160634883
0,4393885876220
0,4160651264
0,4393885859839
0,4205346815
0,4393841164288
3,2130396020736
3,2267650490367
1,68560113663
1,4329486397440
1,68576887807
1,4329469623296
1,68583178303
1,4329463332800
