Thread ID,Solution
0,5726601214
0,2251794087084033
0,5726601215
0,2251794087084032
0,5726666750
0,2251794087018497
0,5726666751
0,2251794087018496
0,5727125496
0,2251794086559751
0,5727191032
0,2251794086494215
0,5729222624
0,2251794084462623
0,5729288160
0,2251794084397087
0,5737611136
0,2251794076074111
0,5737676672
0,2251794076008575
0,5771165184
0,2251794042520063
0,5771230720
0,2251794042454527
0,5905381376
0,2251793908303871
0,5905446912
0,2251793908238335
0,6442246144
0,2251793371439103
0,6442311680
0,2251793371373567
0,7158267903
0,2251792655417344
0,7158398972
0,2251792655286275
0,7159447536
0,2251792654237711
0,7163641792
0,2251792650043455
0,7180418816
0,2251792633266431
0,7247526912
0,2251792566158335
3,281345412300800
3,1970454401384447
0,7515959296
0,2251792297725951
0,7874035710
0,2251791939649537
0,7874035711
0,2251791939649536
0,7874559992
0,2251791939125255
0,7876657120
0,2251791937028127
0,7885045632
0,2251791928639615
0,7918599680
0,2251791895085567
0,8052815872
0,2251791760869375
0,8231985151
0,2251791581700096
0,8232116220
0,2251791581569027
0,8233164784
0,2251791580520463
0,8237359040
0,2251791576326207
0,8254136064
0,2251791559549183
0,8321244160
0,2251791492441087
0,8410894334
0,2251791402790913
0,8410894335
0,2251791402790912
0,8411418616
0,2251791402266631
0,8413515744
0,2251791400169503
0,8421904256
0,2251791391780991
0,8455458304
0,2251791358226943
0,8500414463
0,2251791313270784
0,8500545532
0,2251791313139715
0,8501594096
0,2251791312091151
0,8505788352
0,2251791307896895
0,8522565376
0,2251791291119871
0,8545108990
0,2251791268576257
0,8545108991
0,2251791268576256
0,8545633272
0,2251791268051975
0,8547730400
0,2251791265954847
0,8556118912
0,2251791257566335
0,8567521791
0,2251791246163456
0,8567652860
0,2251791246032387
0,8568701424
0,2251791244983823
0,8572895680
0,2251791240789567
0,8578662654
0,2251791235022593
0,8578662655
0,2251791235022592
0,8579186936
0,2251791234498311
0,8581284064
0,2251791232401183
0,8584298623
0,2251791229386624
0,8584429692
0,2251791229255555
0,8585478256
0,2251791228206991
0,8587051070
0,2251791226634177
0,8587051071
0,2251791226634176
0,8587575352
0,2251791226109895
0,8588492831
0,2251791225192416
0,8588623900
0,2251791225061347
0,8589148174
0,2251791224537073
0,8589148175
0,2251791224537072
0,8589541383
0,2251791224143864
0,8589672448
0,2251791224012799
0,8589672450
0,2251791224012797
0,8589672451
0,2251791224012796
0,8589672452
0,2251791224012795
0,8589672456
0,2251791224012791
0,8589672464
0,2251791224012783
0,8589672480
0,2251791224012767
0,8589672512
0,2251791224012735
0,8589672576
0,2251791224012671
0,8589672704
0,2251791224012543
0,8589672960
0,2251791224012287
0,8589673472
0,2251791224011775
0,8589674496
0,2251791224010751
0,8589676544
0,2251791224008703
0,8589680640
0,2251791224004607
0,8589688832
0,2251791223996415
0,8589705216
0,2251791223980031
0,8589770752
0,2251791223914495
0,8589803520
0,2251791223881727
0,8589803521
0,2251791223881726
0,11453333503
0,2251788360351744
0,11453464572
0,2251788360220675
0,11454513136
0,2251788359172111
0,11458707392
0,2251788354977855
0,11475484416
0,2251788338200831
0,11542592512
0,2251788271092735
0,11811024896
0,2251788002660351
0,12884754432
0,2251786928930815
2,61581106610176
2,2190218707075071
1,4372265435136
1,2247427548250111
0,17179607040
0,2251782634078207
0,17179672576
0,2251782634012671
0,24338137087
0,2251775475548160
1,4386571091967
1,2247413242593280
1,4386571157503
1,2247413242527744
0,25411854335
0,2251774401830912
0,25680283647
0,2251774133401600
0,25747390975
0,2251774066294272
0,25764167807
0,2251774049517440
0,25768362015
0,2251774045323232
0,25769410567
0,2251774044274680
0,25769672704
0,2251774044012543
0,25769672705
0,2251774044012542
0,28633202687
0,2251771180482560
3,281448490991616
3,1970351322693631
1,4388718526463
1,2247411095158784
1,4389255385087
1,2247410558300160
1,4389389599743
1,2247410424085504
1,4389439930431
1,2247410373754816
1,4389444124687
1,2247410369560560
1,4389445173251
1,2247410368511996
1,4389445304320
1,2247410368380927
3,281462092005375
3,1970337721679872
