Thread ID,Solution
0,183229566974
0,4503416397803521
0,183229566975
0,4503416397803520
0,183229571070
0,4503416397799425
0,183229571071
0,4503416397799424
0,183229599736
0,4503416397770759
0,183229603832
0,4503416397766663
0,183229730784
0,4503416397639711
0,183229734880
0,4503416397635615
0,183230254976
0,4503416397115519
0,183230259072
0,4503416397111423
0,183232351744
0,4503416395018751
0,183232355840
0,4503416395014655
0,183237952510
0,4503416389417985
0,183237952511
0,4503416389417984
0,183237985272
0,4503416389385223
0,183238116320
0,4503416389254175
0,183238640512
0,4503416388729983
0,183240048894
0,4503416387321601
0,183240048895
0,4503416387321600
0,183240081656
0,4503416387288839
0,183240212704
0,4503416387157791
0,183240572990
0,4503416386797505
0,183240572991
0,4503416386797504
0,183240605752
0,4503416386764743
0,183240704014
0,4503416386666481
0,183240704015
0,4503416386666480
0,183240736768
0,4503416386633727
0,183240736770
0,4503416386633725
0,183240736771
0,4503416386633724
0,183240736772
0,4503416386633723
0,183240736776
0,4503416386633719
0,183240736784
0,4503416386633711
0,183240736800
0,4503416386633695
0,183240736832
0,4503416386633663
0,183240736896
0,4503416386633599
0,183240737024
0,4503416386633471
0,183240737280
0,4503416386633215
0,183240737792
0,4503416386632703
0,183240738816
0,4503416386631679
0,183240742912
0,4503416386627583
0,183240744960
0,4503416386625535
0,183240744961
0,4503416386625534
0,183274291200
0,4503416353079295
0,183274295296
0,4503416353075199
0,183296667647
0,4503416330702848
0,183296671743
0,4503416330698752
0,183305053183
0,4503416322317312
0,183307149567
0,4503416320220928
0,183307673663
0,4503416319696832
0,183307804687
0,4503416319565808
0,183307845632
0,4503416319524863
0,183430852607
0,4503416196517888
0,183430856703
0,4503416196513792
0,183430885375
0,4503416196485120
0,183430889471
0,4503416196481024
0,183439238143
0,4503416188132352
0,183439270911
0,4503416188099584
0,183441334527
0,4503416186035968
0,183441367295
0,4503416186003200
0,183441858623
0,4503416185511872
0,183441891391
0,4503416185479104
0,183442022415
0,4503416185348080
0,183497936894
0,4503416129433601
0,183497936895
0,4503416129433600
0,183497940990
0,4503416129429505
0,183497940991
0,4503416129429504
0,183497953278
0,4503416129417217
0,183497953279
0,4503416129417216
0,183497957374
